A_market,A_tier_points_level,A_bld,bookingLeadMonths,A_productName,B_AncillaryCategory
,aj,0,0,holiday inn queenstown frankton road,hotel
,aj,21,0.7,holiday inn queenstown frankton road,hotel
,aj,29,0.966666667,holiday inn queenstown frankton road,hotel
,aj,10,0.333333333,hotel armitage and conference centre,hotel
,aj,5,0.166666667,hotel armitage and conference centre,hotel
,aj,28,0.933333333,hotel armitage and conference centre,hotel
,aj,1,0.033333333,hotel armitage and conference centre,hotel
,aj,2,0.066666667,hotel armitage and conference centre,hotel
,aj,0,0,hotel armitage and conference centre,hotel
,aj,4,0.133333333,hotel armitage and conference centre,hotel
,aj,30,1,hotel armitage and conference centre,hotel
,aj,7,0.233333333,hotel armitage and conference centre,hotel
,aj,9,0.3,hotel grand chancellor auckland city,hotel
,aj,2,0.066666667,hotel grand chancellor auckland city,hotel
,aj,33,1.1,hotel grand chancellor auckland city,hotel
,aj,16,0.533333333,hotel grand chancellor auckland city,hotel
,aj,17,0.566666667,hotel grand chancellor auckland city,hotel
,aj,31,1.033333333,hotel grand chancellor auckland city,hotel
,aj,24,0.8,hotel grand chancellor auckland city,hotel
,aj,40,1.333333333,hotel grand chancellor auckland city,hotel
,aj,28,0.933333333,hotel grand chancellor auckland city,hotel
,aj,64,2.133333333,hotel grand chancellor auckland city,hotel
,aj,5,0.166666667,hotel grand chancellor auckland city,hotel
,aj,94,3.133333333,hotel grand chancellor auckland city,hotel
,aj,237,7.9,hotel grand chancellor auckland city,hotel
,aj,44,1.466666667,hotel grand chancellor auckland city,hotel
,aj,13,0.433333333,hotel grand chancellor auckland city,hotel
,aj,27,0.9,hotel grand chancellor auckland city,hotel
,aj,41,1.366666667,hotel grand chancellor auckland city,hotel
,aj,12,0.4,hotel grand chancellor auckland city,hotel
,aj,93,3.1,hotel grand chancellor auckland city,hotel
,aj,62,2.066666667,hotel grand chancellor auckland city,hotel
,aj,43,1.433333333,hotel grand chancellor auckland city,hotel
,aj,58,1.933333333,hotel grand chancellor auckland city,hotel
,aj,86,2.866666667,hotel grand chancellor auckland city,hotel
,aj,60,2,hotel grand chancellor auckland city,hotel
,aj,8,0.266666667,hotel grand chancellor auckland city,hotel
,aj,50,1.666666667,mawson lakes hotel & function centre,hotel
,aj,9,0.3,mawson lakes hotel & function centre,hotel
,aj,24,0.8,mercure sydney international airport,hotel
,aj,2,0.066666667,mercure sydney international airport,hotel
,aj,184,6.133333333,motel 6 williams east - grand canyon,hotel
,aj,157,5.233333333,new world millennium hong kong hotel,hotel
,aj,11,0.366666667,new world millennium hong kong hotel,hotel
,aj,155,5.166666667,reef resort port douglas - by rydges,hotel
,aj,57,1.9,richmond guest house bed & breakfast,hotel
,aj,53,1.766666667,richmond guest house bed & breakfast,hotel
,aj,289,9.633333333,richmond guest house bed & breakfast,hotel
,aj,29,0.966666667,richmond guest house bed & breakfast,hotel
,aj,133,4.433333333,richmond guest house bed & breakfast,hotel
,aj,8,0.266666667,richmond guest house bed & breakfast,hotel
,aj,10,0.333333333,richmond guest house bed & breakfast,hotel
,aj,61,2.033333333,richmond guest house bed & breakfast,hotel
,aj,34,1.133333333,richmond guest house bed & breakfast,hotel
,aj,179,5.966666667,richmond guest house bed & breakfast,hotel
,aj,15,0.5,richmond guest house bed & breakfast,hotel
,aj,59,1.966666667,richmond guest house bed & breakfast,hotel
,aj,7,0.233333333,richmond guest house bed & breakfast,hotel
,aj,42,1.4,richmond guest house bed & breakfast,hotel
,aj,1,0.033333333,richmond guest house bed & breakfast,hotel
,aj,14,0.466666667,richmond guest house bed & breakfast,hotel
,aj,86,2.866666667,richmond guest house bed & breakfast,hotel
,aj,54,1.8,richmond guest house bed & breakfast,hotel
,aj,19,0.633333333,richmond guest house bed & breakfast,hotel
,aj,66,2.2,richmond guest house bed & breakfast,hotel
,aj,26,0.866666667,staybridge suites north jacksonville,hotel
,aj,56,1.866666667,surfers century oceanside apartments,hotel
,aj,40,1.333333333,surfers century oceanside apartments,hotel
,aj,80,2.666666667,the park city grand plaza kensington,hotel
,aj,198,6.6,the rees hotel and luxury apartments,hotel
,aj,19,0.633333333,the rees hotel and luxury apartments,hotel
,aj,36,1.2,the rees hotel and luxury apartments,hotel
,aj,3,0.1,the rees hotel and luxury apartments,hotel
,aj,14,0.466666667,the rees hotel and luxury apartments,hotel
,aj,30,1,the rees hotel and luxury apartments,hotel
,aj,28,0.933333333,the rees hotel and luxury apartments,hotel
,aj,59,1.966666667,the rees hotel and luxury apartments,hotel
,aj,86,2.866666667,the rees hotel and luxury apartments,hotel
,aj,34,1.133333333,the rees hotel and luxury apartments,hotel
,aj,144,4.8,the rees hotel and luxury apartments,hotel
,aj,2,0.066666667,the rees hotel and luxury apartments,hotel
,aj,9,0.3,the rees hotel and luxury apartments,hotel
,aj,1,0.033333333,the rees hotel and luxury apartments,hotel
,aj,32,1.066666667,the rees hotel and luxury apartments,hotel
,aj,21,0.7,the rees hotel and luxury apartments,hotel
,aj,13,0.433333333,the rees hotel and luxury apartments,hotel
,aj,55,1.833333333,the rees hotel and luxury apartments,hotel
,aj,8,0.266666667,the rees hotel and luxury apartments,hotel
,aj,40,1.333333333,the rees hotel and luxury apartments,hotel
,aj,82,2.733333333,the rees hotel and luxury apartments,hotel
,aj,72,2.4,the rees hotel and luxury apartments,hotel
,aj,89,2.966666667,the rees hotel and luxury apartments,hotel
,aj,31,1.033333333,the rees hotel and luxury apartments,hotel
,aj,34,1.133333333,the vira bali boutique hotel & suite,hotel
,aj,49,1.633333333,travelodge hotel melbourne docklands,hotel
,aj,126,4.2,travelodge hotel melbourne docklands,hotel
,aj,221,7.366666667,travelodge hotel melbourne docklands,hotel
,aj,50,1.666666667,travelodge hotel melbourne docklands,hotel
,aj,99,3.3,travelodge hotel melbourne southbank,hotel
,aj,4,0.133333333,travelodge hotel melbourne southbank,hotel
,aj,130,4.333333333,travelodge hotel melbourne southbank,hotel
,aj,3,0.1,travelodge hotel melbourne southbank,hotel
,aj,204,6.8,travelodge hotel melbourne southbank,hotel
,aj,69,2.3,travelodge hotel melbourne southbank,hotel
,aj,62,2.066666667,travelodge hotel melbourne southbank,hotel
,aj,227,7.566666667,travelodge hotel melbourne southbank,hotel
,aj,49,1.633333333,travelodge hotel melbourne southbank,hotel
,aj,15,0.5,travelodge hotel melbourne southbank,hotel
,aj,9,0.3,travelodge los angeles airport south,hotel
,aj,42,1.4,Hilton Noumea La Promenade Residences,hotel
,aj,9,0.3,Hilton Noumea La Promenade Residences,hotel
,aj,104,3.466666667,Hilton Noumea La Promenade Residences,hotel
,aj,38,1.266666667,Hilton Noumea La Promenade Residences,hotel
,aj,6,0.2,Ibis Styles Brisbane Elizabeth Street,hotel
,aj,25,0.833333333,Ibis Styles Brisbane Elizabeth Street,hotel
,aj,58,1.933333333,Ibis Styles Brisbane Elizabeth Street,hotel
,aj,14,0.466666667,Nomads Capital Backpackers Wellington,hotel
,aj,39,1.3,The Lake Resort - Heritage Collection,hotel
,aj,83,2.766666667,Tribeca Serviced Apartments Melbourne,hotel
,aj,6,0.2,akaroa cottages - heritage collection,hotel
,aj,34,1.133333333,an bang beach dolphin homestay hoi an,hotel
,aj,42,1.4,bella vista motel franz josef glacier,hotel
,aj,6,0.2,best western bk's pioneer motor lodge,hotel
,aj,37,1.233333333,best western bk's pioneer motor lodge,hotel
,aj,12,0.4,best western bk's pioneer motor lodge,hotel
,aj,31,1.033333333,best western bk's pioneer motor lodge,hotel
,aj,165,5.5,best western president hotel auckland,hotel
,aj,129,4.3,best western president hotel auckland,hotel
,aj,47,1.566666667,best western president hotel auckland,hotel
,aj,109,3.633333333,best western president hotel auckland,hotel
,aj,11,0.366666667,best western president hotel auckland,hotel
,aj,16,0.533333333,best western president hotel auckland,hotel
,aj,38,1.266666667,best western president hotel auckland,hotel
,aj,128,4.266666667,best western president hotel auckland,hotel
,aj,20,0.666666667,best western president hotel auckland,hotel
,aj,0,0,best western president hotel auckland,hotel
,aj,137,4.566666667,best western president hotel auckland,hotel
,aj,61,2.033333333,best western president hotel auckland,hotel
,aj,7,0.233333333,best western president hotel auckland,hotel
,aj,121,4.033333333,best western president hotel auckland,hotel
,aj,1,0.033333333,best western president hotel auckland,hotel
,aj,28,0.933333333,best western president hotel auckland,hotel
,aj,5,0.166666667,best western president hotel auckland,hotel
,aj,9,0.3,best western president hotel auckland,hotel
,aj,55,1.833333333,best western president hotel auckland,hotel
,aj,50,1.666666667,best western president hotel auckland,hotel
,aj,298,9.933333333,best western president hotel auckland,hotel
,aj,300,10,best western president hotel auckland,hotel
,aj,71,2.366666667,best western president hotel auckland,hotel
,aj,23,0.766666667,best western president hotel auckland,hotel
,aj,14,0.466666667,best western president hotel auckland,hotel
,aj,85,2.833333333,best western president hotel auckland,hotel
,aj,49,1.633333333,best western president hotel auckland,hotel
,aj,274,9.133333333,best western president hotel auckland,hotel
,aj,8,0.266666667,best western president hotel auckland,hotel
,aj,2,0.066666667,best western president hotel auckland,hotel
,aj,54,1.8,best western president hotel auckland,hotel
,aj,166,5.533333333,best western president hotel auckland,hotel
,aj,4,0.133333333,best western president hotel auckland,hotel
,aj,123,4.1,best western president hotel auckland,hotel
,aj,132,4.4,best western president hotel auckland,hotel
,aj,40,1.333333333,best western president hotel auckland,hotel
,aj,37,1.233333333,best western president hotel auckland,hotel
,aj,33,1.1,best western president hotel auckland,hotel
,aj,7,0.233333333,"club quarters hotel, trafalgar square",hotel
,aj,4,0.133333333,doubletree by hilton houston downtown,hotel
,aj,296,9.866666667,downtown apartment with amazing views,hotel
,aj,51,1.7,first landing beach resort and villas,hotel
,aj,30,1,first landing beach resort and villas,hotel
,aj,56,1.866666667,first landing beach resort and villas,hotel
,aj,45,1.5,first landing beach resort and villas,hotel
,aj,28,0.933333333,first landing beach resort and villas,hotel
,aj,50,1.666666667,first landing beach resort and villas,hotel
,aj,3,0.1,grand hotel and apartments townsville,hotel
,aj,24,0.8,grande centre point hotel terminal 21,hotel
,aj,31,1.033333333,greymouth seaside top 10 holiday park,hotel
,aj,40,1.333333333,hilton noumea la promenade residences,hotel
,aj,31,1.033333333,hilton noumea la promenade residences,hotel
,aj,30,1,hilton noumea la promenade residences,hotel
,aj,41,1.366666667,hilton noumea la promenade residences,hotel
,aj,18,0.6,hilton noumea la promenade residences,hotel
,aj,45,1.5,hilton noumea la promenade residences,hotel
,aj,59,1.966666667,hilton noumea la promenade residences,hotel
,aj,58,1.933333333,hilton noumea la promenade residences,hotel
,aj,134,4.466666667,hilton noumea la promenade residences,hotel
,aj,15,0.5,hilton noumea la promenade residences,hotel
,aj,61,2.033333333,hilton noumea la promenade residences,hotel
,aj,40,1.333333333,hotel jal city haneda tokyo west wing,hotel
,aj,12,0.4,ibis styles brisbane elizabeth street,hotel
,aj,239,7.966666667,ibis styles brisbane elizabeth street,hotel
,aj,120,4,ibis styles brisbane elizabeth street,hotel
,aj,48,1.6,ibis styles brisbane elizabeth street,hotel
,aj,247,8.233333333,ibis styles brisbane elizabeth street,hotel
,aj,54,1.8,ibis styles brisbane elizabeth street,hotel
,aj,55,1.833333333,ibis styles brisbane elizabeth street,hotel
,aj,14,0.466666667,ibis styles brisbane elizabeth street,hotel
,aj,92,3.066666667,la residenza dell'orafo - guest house,hotel
,aj,161,5.366666667,luxe in venice@ the venice residences,hotel
,aj,270,9,luxury in the sky on hindmarsh square,hotel
,aj,19,0.633333333,nemea apparthotel résidence concorde,hotel
,aj,5,0.166666667,nomads capital backpackers wellington,hotel
,aj,6,0.2,nomads capital backpackers wellington,hotel
,aj,56,1.866666667,nomads capital backpackers wellington,hotel
,aj,82,2.733333333,novotel christchurch cathedral square,hotel
,aj,131,4.366666667,novotel christchurch cathedral square,hotel
,aj,42,1.4,novotel nathan road kowloon hong kong,hotel
,aj,28,0.933333333,radisson blu hotel shanghai new world,hotel
,aj,61,2.033333333,radisson blu hotel shanghai new world,hotel
,aj,107,3.566666667,radisson blu hotel shanghai new world,hotel
,aj,59,1.966666667,renaissance los angeles airport hotel,hotel
,aj,189,6.3,renaissance los angeles airport hotel,hotel
,aj,2,0.066666667,terra vive luxury suites & apartments,hotel
,aj,83,2.766666667,terra vive luxury suites & apartments,hotel
,aj,23,0.766666667,terra vive luxury suites & apartments,hotel
,aj,1,0.033333333,terra vive luxury suites & apartments,hotel
,aj,22,0.733333333,terra vive luxury suites & apartments,hotel
,aj,55,1.833333333,terra vive luxury suites & apartments,hotel
,aj,9,0.3,the lake resort - heritage collection,hotel
,aj,1,0.033333333,the lake resort - heritage collection,hotel
,aj,38,1.266666667,the lake resort - heritage collection,hotel
,aj,328,10.93333333,the lake resort - heritage collection,hotel
,aj,0,0,the lake resort - heritage collection,hotel
,aj,42,1.4,the point at poipu by diamond resorts,hotel
,aj,24,0.8,travelodge hotel garden city brisbane,hotel
,aj,166,5.533333333,Adina Apartment Hotel Sydney Town Hall,hotel
,aj,279,9.3,Best Western Key Ambassador Resort Inn,hotel
,aj,34,1.133333333,Grand Mercure Nelson Monaco Apartments,hotel
,aj,69,2.3,Quest Christchurch Serviced Apartments,hotel
,aj,95,3.166666667,Quest Christchurch Serviced Apartments,hotel
,aj,28,0.933333333,Quest Christchurch Serviced Apartments,hotel
,aj,34,1.133333333,Swiss-Belsuites Victoria Park Auckland,hotel
,aj,56,1.866666667,adina apartment hotel sydney town hall,hotel
,aj,19,0.633333333,adina apartment hotel sydney town hall,hotel
,aj,15,0.5,adina apartment hotel sydney town hall,hotel
,aj,10,0.333333333,adina apartment hotel sydney town hall,hotel
,aj,10,0.333333333,apartments of melbourne collins street,hotel
,aj,43,1.433333333,apartments of melbourne collins street,hotel
,aj,64,2.133333333,comfort inn & suites northgate airport,hotel
,aj,3,0.1,distinction wanaka serviced apartments,hotel
,aj,85,2.833333333,distinction wanaka serviced apartments,hotel
,aj,84,2.8,distinction wanaka serviced apartments,hotel
,aj,108,3.6,distinction wanaka serviced apartments,hotel
,aj,92,3.066666667,distinction wanaka serviced apartments,hotel
,aj,88,2.933333333,distinction wanaka serviced apartments,hotel
,aj,2,0.066666667,distinction wanaka serviced apartments,hotel
,aj,99,3.3,distinction wanaka serviced apartments,hotel
,aj,65,2.166666667,gran caribe resort & spa all inclusive,hotel
,aj,108,3.6,grand mercure nelson monaco apartments,hotel
,aj,7,0.233333333,grand mercure nelson monaco apartments,hotel
,aj,22,0.733333333,grand mercure nelson monaco apartments,hotel
,aj,3,0.1,grand mercure nelson monaco apartments,hotel
,aj,14,0.466666667,grand mercure nelson monaco apartments,hotel
,aj,50,1.666666667,grand mercure nelson monaco apartments,hotel
,aj,13,0.433333333,grand mercure nelson monaco apartments,hotel
,aj,15,0.5,grand mercure nelson monaco apartments,hotel
,aj,8,0.266666667,grand mercure nelson monaco apartments,hotel
,aj,60,2,grand mercure nelson monaco apartments,hotel
,aj,58,1.933333333,grand mercure nelson monaco apartments,hotel
,aj,-2,-0.066666667,grand mercure nelson monaco apartments,hotel
,aj,118,3.933333333,holiday inn resort waikiki beachcomber,hotel
,aj,60,2,holiday inn resort waikiki beachcomber,hotel
,aj,140,4.666666667,holiday inn resort waikiki beachcomber,hotel
,aj,209,6.966666667,holiday inn resort waikiki beachcomber,hotel
,aj,71,2.366666667,"hyatt place melbourne, essendon fields",hotel
,aj,4,0.133333333,"hyatt place melbourne, essendon fields",hotel
,aj,224,7.466666667,hyatt place ontario / rancho cucamonga,hotel
,aj,216,7.2,leonardo hotel london heathrow airport,hotel
,aj,81,2.7,peppers beach club and spa - palm cove,hotel
,aj,35,1.166666667,peppers clearwater resort christchurch,hotel
,aj,67,2.233333333,peppers clearwater resort christchurch,hotel
,aj,24,0.8,peppers clearwater resort christchurch,hotel
,aj,22,0.733333333,peppers clearwater resort christchurch,hotel
,aj,5,0.166666667,peppers clearwater resort christchurch,hotel
,aj,64,2.133333333,quality suites san diego seaworld area,hotel
,aj,15,0.5,quest christchurch serviced apartments,hotel
,aj,33,1.1,quest christchurch serviced apartments,hotel
,aj,28,0.933333333,quest christchurch serviced apartments,hotel
,aj,53,1.766666667,quest christchurch serviced apartments,hotel
,aj,124,4.133333333,quest christchurch serviced apartments,hotel
,aj,4,0.133333333,quest christchurch serviced apartments,hotel
,aj,13,0.433333333,quest christchurch serviced apartments,hotel
,aj,12,0.4,quest christchurch serviced apartments,hotel
,aj,1,0.033333333,quest christchurch serviced apartments,hotel
,aj,86,2.866666667,quest christchurch serviced apartments,hotel
,aj,32,1.066666667,quest christchurch serviced apartments,hotel
,aj,29,0.966666667,quest christchurch serviced apartments,hotel
,aj,27,0.9,quest christchurch serviced apartments,hotel
,aj,18,0.6,quest christchurch serviced apartments,hotel
,aj,41,1.366666667,quest christchurch serviced apartments,hotel
,aj,149,4.966666667,quest christchurch serviced apartments,hotel
,aj,8,0.266666667,"ramada suites auckland, federal street",hotel
,aj,40,1.333333333,"ramada suites auckland, federal street",hotel
,aj,108,3.6,"ramada suites auckland, federal street",hotel
,aj,12,0.4,"ramada suites auckland, federal street",hotel
,aj,6,0.2,"ramada suites auckland, federal street",hotel
,aj,47,1.566666667,"ramada suites auckland, federal street",hotel
,aj,307,10.23333333,"ramada suites auckland, federal street",hotel
,aj,7,0.233333333,"ramada suites auckland, federal street",hotel
,aj,4,0.133333333,"ramada suites auckland, federal street",hotel
,aj,203,6.766666667,"ramada suites auckland, federal street",hotel
,aj,154,5.133333333,"ramada suites auckland, federal street",hotel
,aj,94,3.133333333,"ramada suites auckland, federal street",hotel
,aj,4,0.133333333,sea spray suites - heritage collection,hotel
,aj,22,0.733333333,sea spray suites - heritage collection,hotel
,aj,35,1.166666667,shangri-la's rasa sentosa resort & spa,hotel
,aj,25,0.833333333,swiss-belsuites victoria park auckland,hotel
,aj,5,0.166666667,swiss-belsuites victoria park auckland,hotel
,aj,72,2.4,swiss-belsuites victoria park auckland,hotel
,aj,9,0.3,swiss-belsuites victoria park auckland,hotel
,aj,8,0.266666667,swiss-belsuites victoria park auckland,hotel
,aj,200,6.666666667,DoubleTree by Hilton Nashville Downtown,hotel
,aj,161,5.366666667,Hotel The Designers LYJ Gangnam Premier,hotel
,aj,14,0.466666667,Novotel Sydney Rockford Darling Harbour,hotel
,aj,68,2.266666667,Radisson Blu Resort Fiji Denarau Island,hotel
,aj,46,1.533333333,Radisson Blu Resort Fiji Denarau Island,hotel
,aj,202,6.733333333,Radisson Blu Resort Fiji Denarau Island,hotel
,aj,65,2.166666667,Radisson Blu Resort Fiji Denarau Island,hotel
,aj,120,4,Radisson Blu Resort Fiji Denarau Island,hotel
,aj,35,1.166666667,adina apartment hotel adelaide treasury,hotel
,aj,111,3.7,best western plus fino hotel and suites,hotel
,aj,19,0.633333333,best western plus fino hotel and suites,hotel
,aj,37,1.233333333,best western plus fino hotel and suites,hotel
,aj,56,1.866666667,best western plus fino hotel and suites,hotel
,aj,39,1.3,best western plus fino hotel and suites,hotel
,aj,54,1.8,best western plus fino hotel and suites,hotel
,aj,32,1.066666667,best western plus fino hotel and suites,hotel
,aj,3,0.1,best western plus fino hotel and suites,hotel
,aj,30,1,best western plus fino hotel and suites,hotel
,aj,29,0.966666667,best western plus fino hotel and suites,hotel
,aj,138,4.6,best western plus fino hotel and suites,hotel
,aj,33,1.1,courtyard by marriott sydney-north ryde,hotel
,aj,29,0.966666667,hotel indigo savannah historic district,hotel
,aj,15,0.5,hyatt regency bloomington - minneapolis,hotel
,aj,18,0.6,hyatt regency bloomington - minneapolis,hotel
,aj,57,1.9,intercontinental fiji golf resort & spa,hotel
,aj,57,1.9,la quinta inn & suites round rock north,hotel
,aj,24,0.8,manata lodge luxury serviced apartments,hotel
,aj,200,6.666666667,radisson blu resort fiji denarau island,hotel
,aj,22,0.733333333,radisson blu resort fiji denarau island,hotel
,aj,131,4.366666667,radisson blu resort fiji denarau island,hotel
,aj,60,2,radisson blu resort fiji denarau island,hotel
,aj,54,1.8,radisson blu resort fiji denarau island,hotel
,aj,18,0.6,radisson blu resort fiji denarau island,hotel
,aj,46,1.533333333,radisson blu resort fiji denarau island,hotel
,aj,161,5.366666667,radisson blu resort fiji denarau island,hotel
,aj,100,3.333333333,radisson blu resort fiji denarau island,hotel
,aj,16,0.533333333,radisson blu resort fiji denarau island,hotel
,aj,82,2.733333333,radisson blu resort fiji denarau island,hotel
,aj,162,5.4,radisson blu resort fiji denarau island,hotel
,aj,115,3.833333333,radisson blu resort fiji denarau island,hotel
,aj,68,2.266666667,radisson blu resort fiji denarau island,hotel
,aj,171,5.7,radisson blu resort fiji denarau island,hotel
,aj,119,3.966666667,radisson blu resort fiji denarau island,hotel
,aj,30,1,radisson blu resort fiji denarau island,hotel
,aj,69,2.3,radisson blu resort fiji denarau island,hotel
,aj,66,2.2,radisson blu resort fiji denarau island,hotel
,aj,45,1.5,radisson blu resort fiji denarau island,hotel
,aj,94,3.133333333,radisson blu resort fiji denarau island,hotel
,aj,90,3,radisson blu resort fiji denarau island,hotel
,aj,120,4,radisson blu resort fiji denarau island,hotel
,aj,20,0.666666667,radisson blu resort fiji denarau island,hotel
,aj,101,3.366666667,radisson blu resort fiji denarau island,hotel
,aj,21,0.7,radisson blu resort fiji denarau island,hotel
,aj,34,1.133333333,radisson blu resort fiji denarau island,hotel
,aj,59,1.966666667,radisson blu resort fiji denarau island,hotel
,aj,124,4.133333333,radisson blu resort fiji denarau island,hotel
,aj,63,2.1,radisson blu resort fiji denarau island,hotel
,aj,117,3.9,radisson blu resort fiji denarau island,hotel
,aj,118,3.933333333,radisson blu resort fiji denarau island,hotel
,aj,26,0.866666667,radisson blu resort fiji denarau island,hotel
,aj,83,2.766666667,radisson blu resort fiji denarau island,hotel
,aj,116,3.866666667,radisson blu resort fiji denarau island,hotel
,aj,24,0.8,radisson blu resort fiji denarau island,hotel
,aj,114,3.8,radisson blu resort fiji denarau island,hotel
,aj,11,0.366666667,radisson blu resort fiji denarau island,hotel
,aj,81,2.7,radisson on flagstaff gardens melbourne,hotel
,aj,46,1.533333333,radisson on flagstaff gardens melbourne,hotel
,aj,17,0.566666667,radisson on flagstaff gardens melbourne,hotel
,aj,16,0.533333333,radisson on flagstaff gardens melbourne,hotel
,aj,12,0.4,radisson on flagstaff gardens melbourne,hotel
,aj,31,1.033333333,the thorndon hotel wellington by rydges,hotel
,aj,79,2.633333333,the thorndon hotel wellington by rydges,hotel
,aj,14,0.466666667,the thorndon hotel wellington by rydges,hotel
,aj,6,0.2,the thorndon hotel wellington by rydges,hotel
,aj,45,1.5,the thorndon hotel wellington by rydges,hotel
,aj,0,0,the thorndon hotel wellington by rydges,hotel
,aj,131,4.366666667,the thorndon hotel wellington by rydges,hotel
,aj,2,0.066666667,the thorndon hotel wellington by rydges,hotel
,aj,33,1.1,the thorndon hotel wellington by rydges,hotel
,aj,27,0.9,the thorndon hotel wellington by rydges,hotel
,aj,64,2.133333333,the thorndon hotel wellington by rydges,hotel
,aj,8,0.266666667,the thorndon hotel wellington by rydges,hotel
,aj,65,2.166666667,the thorndon hotel wellington by rydges,hotel
,aj,-6,-0.2,the thorndon hotel wellington by rydges,hotel
,aj,47,1.566666667,the thorndon hotel wellington by rydges,hotel
,aj,28,0.933333333,the thorndon hotel wellington by rydges,hotel
,aj,1,0.033333333,the thorndon hotel wellington by rydges,hotel
,aj,63,2.1,the thorndon hotel wellington by rydges,hotel
,aj,3,0.1,the thorndon hotel wellington by rydges,hotel
,aj,215,7.166666667,travelodge hollywood - vermont / sunset,hotel
,aj,30,1,travelodge hollywood - vermont / sunset,hotel
,aj,118,3.933333333,Adina Apartment Hotel Auckland Britomart,hotel
,aj,5,0.166666667,Adina Apartment Hotel Auckland Britomart,hotel
,aj,100,3.333333333,Adina Apartment Hotel Auckland Britomart,hotel
,aj,2,0.066666667,"Copthorne Hotel Wellington, Oriental Bay",hotel
,aj,35,1.166666667,"Copthorne Hotel Wellington, Oriental Bay",hotel
,aj,34,1.133333333,"Copthorne Hotel Wellington, Oriental Bay",hotel
,aj,114,3.8,"Copthorne Hotel Wellington, Oriental Bay",hotel
,aj,8,0.266666667,"Copthorne Hotel Wellington, Oriental Bay",hotel
,aj,10,0.333333333,"Copthorne Hotel Wellington, Oriental Bay",hotel
,aj,40,1.333333333,Melbourne Short Stay Apartments Lonsdale,hotel
,aj,70,2.333333333,Sheraton New Caledonia Deva Resort & Spa,hotel
,aj,1,0.033333333,adina apartment hotel auckland britomart,hotel
,aj,83,2.766666667,adina apartment hotel auckland britomart,hotel
,aj,27,0.9,adina apartment hotel auckland britomart,hotel
,aj,85,2.833333333,adina apartment hotel auckland britomart,hotel
,aj,15,0.5,adina apartment hotel auckland britomart,hotel
,aj,148,4.933333333,adina apartment hotel auckland britomart,hotel
,aj,238,7.933333333,adina apartment hotel auckland britomart,hotel
,aj,165,5.5,adina apartment hotel auckland britomart,hotel
,aj,90,3,adina apartment hotel auckland britomart,hotel
,aj,5,0.166666667,adina apartment hotel auckland britomart,hotel
,aj,176,5.866666667,adina apartment hotel auckland britomart,hotel
,aj,3,0.1,adina apartment hotel auckland britomart,hotel
,aj,134,4.466666667,adina apartment hotel auckland britomart,hotel
,aj,234,7.8,adina apartment hotel auckland britomart,hotel
,aj,16,0.533333333,adina apartment hotel auckland britomart,hotel
,aj,50,1.666666667,adina apartment hotel auckland britomart,hotel
,aj,13,0.433333333,adina apartment hotel auckland britomart,hotel
,aj,17,0.566666667,adina apartment hotel auckland britomart,hotel
,aj,306,10.2,adina apartment hotel auckland britomart,hotel
,aj,133,4.433333333,adina apartment hotel auckland britomart,hotel
,aj,146,4.866666667,adina apartment hotel auckland britomart,hotel
,aj,78,2.6,adina apartment hotel auckland britomart,hotel
,aj,233,7.766666667,adina apartment hotel auckland britomart,hotel
,aj,87,2.9,adina apartment hotel auckland britomart,hotel
,aj,4,0.133333333,adina apartment hotel auckland britomart,hotel
,aj,84,2.8,adina apartment hotel auckland britomart,hotel
,aj,7,0.233333333,adina apartment hotel auckland britomart,hotel
,aj,9,0.3,adina apartment hotel auckland britomart,hotel
,aj,18,0.6,adina apartment hotel auckland britomart,hotel
,aj,30,1,adina apartment hotel st kilda melbourne,hotel
,aj,41,1.366666667,adina apartment hotel st kilda melbourne,hotel
,aj,27,0.9,adina apartment hotel st kilda melbourne,hotel
,aj,26,0.866666667,adina apartment hotel st kilda melbourne,hotel
,aj,116,3.866666667,adina apartment hotel sydney chippendale,hotel
,aj,47,1.566666667,adina apartment hotel sydney chippendale,hotel
,aj,14,0.466666667,adina apartment hotel sydney surry hills,hotel
,aj,6,0.2,adina apartment hotel sydney surry hills,hotel
,aj,68,2.266666667,adina apartment hotel sydney surry hills,hotel
,aj,14,0.466666667,"copthorne hotel wellington, oriental bay",hotel
,aj,68,2.266666667,"copthorne hotel wellington, oriental bay",hotel
,aj,8,0.266666667,"copthorne hotel wellington, oriental bay",hotel
,aj,20,0.666666667,"copthorne hotel wellington, oriental bay",hotel
,aj,24,0.8,"copthorne hotel wellington, oriental bay",hotel
,aj,48,1.6,"copthorne hotel wellington, oriental bay",hotel
,aj,0,0,"copthorne hotel wellington, oriental bay",hotel
,aj,25,0.833333333,"copthorne hotel wellington, oriental bay",hotel
,aj,11,0.366666667,"copthorne hotel wellington, oriental bay",hotel
,aj,9,0.3,"copthorne hotel wellington, oriental bay",hotel
,aj,32,1.066666667,"copthorne hotel wellington, oriental bay",hotel
,aj,7,0.233333333,"copthorne hotel wellington, oriental bay",hotel
,aj,17,0.566666667,"copthorne hotel wellington, oriental bay",hotel
,aj,45,1.5,"copthorne hotel wellington, oriental bay",hotel
,aj,1,0.033333333,"copthorne hotel wellington, oriental bay",hotel
,aj,43,1.433333333,"copthorne hotel wellington, oriental bay",hotel
,aj,126,4.2,"copthorne hotel wellington, oriental bay",hotel
